gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Tenure_Group,TotalAddon_Count,Is_Automatic_Payment,Avg_Monthly_Charge,Monthly_vs_Average_Diff,Customer_Value_Tier
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,No,New (0-12m),0,0,19.75,0.0,Low_Value
Male,Yes,No,No,71,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,3985.35,No,Veteran (61m+),4,0,56.131690140845066,0.3183098591549367,Medium_Value
Female,No,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,1215.65,No,Established (13-36m),1,0,93.51153846153846,-7.561538461538461,High_Value
Female,No,Yes,Yes,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,Yes,Established (13-36m),5,1,60.106,-1.5060000000000002,Medium_Value
Male,No,No,No,67,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,3260.1,No,Veteran (61m+),1,1,48.65820895522388,1.89179104477612,Medium_Value
Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,Yes,New (0-12m),1,0,35.45,0.0,Low_Value
Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,Yes,New (0-12m),0,0,40.625,3.7250000000000014,Medium_Value
Female,No,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,1188.2,No,Loyal (37-60m),0,1,27.632558139534886,-1.932558139534887,Low_Value
Female,No,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,No,Established (13-36m),1,1,77.32608695652173,-2.326086956521735,High_Value
Female,No,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,1277.75,No,Veteran (61m+),0,0,19.96484375,0.2351562499999993,Low_Value
Male,No,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,1170.55,No,Loyal (37-60m),0,0,20.5359649122807,-0.9359649122806992,Low_Value
Female,Yes,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,Yes,New (0-12m),0,0,70.45,0.0,High_Value
Female,Yes,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,No,Veteran (61m+),6,1,89.24513888888889,-1.1951388888888914,High_Value
Female,No,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,Yes,New (0-12m),3,0,70.45625,0.6937500000000085,High_Value
Female,No,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5971.25,No,Veteran (61m+),3,1,97.88934426229508,3.1606557377049143,Top_Value
Male,No,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,No,Veteran (61m+),2,1,82.64140625,1.6585937499999943,High_Value
Male,Yes,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1756.2,No,Veteran (61m+),0,1,24.735211267605635,-0.7852112676056358,Low_Value
Female,No,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,No,Veteran (61m+),4,1,98.71846153846154,0.3315384615384573,Top_Value
Male,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,61.35,No,New (0-12m),0,0,20.45,-0.8499999999999979,Low_Value
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,Yes,New (0-12m),0,0,45.65,0.0,Medium_Value
Male,No,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.95,No,Established (13-36m),3,1,64.33166666666666,0.1683333333333365,Medium_Value
Male,No,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,No,Established (13-36m),4,0,71.42666666666668,-1.9266666666666763,Medium_Value
Female,No,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,No,New (0-12m),3,0,70.54375,-1.9937500000000057,Medium_Value
Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,655.5,Yes,New (0-12m),2,0,93.64285714285714,1.3571428571428612,Top_Value
Female,No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7930.55,No,Veteran (61m+),5,1,113.29357142857144,-5.14357142857142,Top_Value
Male,No,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,5215.25,No,Veteran (61m+),6,0,84.11693548387096,1.9830645161290332,High_Value
Female,No,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,113.5,No,New (0-12m),0,0,18.916666666666668,0.7833333333333314,Low_Value
Female,No,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,No,Established (13-36m),1,1,82.34285714285714,-1.442857142857136,High_Value
Female,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,No,Established (13-36m),1,1,82.81590909090909,1.334090909090918,High_Value
Male,No,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,419.9,No,Established (13-36m),0,0,19.08636363636364,1.0636363636363626,Low_Value
Male,No,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024.0,No,Established (13-36m),3,0,64.0,0.25,Medium_Value
Male,No,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,251.6,No,New (0-12m),0,1,25.16,0.5399999999999991,Low_Value
Female,No,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,764.55,No,Established (13-36m),2,0,58.81153846153846,-2.8115384615384613,Medium_Value
Female,No,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,Yes,Established (13-36m),1,0,79.61749999999999,2.782500000000013,High_Value
Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,135.2,No,New (0-12m),0,0,67.6,2.1000000000000085,Medium_Value
Male,No,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,No,Loyal (37-60m),4,1,74.68396226415095,-0.7839622641509436,High_Value
Female,No,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,233.9,No,New (0-12m),0,0,21.263636363636365,-0.663636363636364,Low_Value
Male,No,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1363.45,No,Veteran (61m+),0,0,19.76014492753623,0.1398550724637672,Low_Value
Female,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,Yes,New (0-12m),0,1,68.25,2.6500000000000057,High_Value
Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,No,Veteran (61m+),6,1,86.86736111111111,2.182638888888889,High_Value
Male,Yes,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,Yes,Loyal (37-60m),3,0,45.710344827586205,-0.4103448275862078,Medium_Value
Female,No,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,321.4,No,Established (13-36m),0,0,20.0875,0.3125,Low_Value
Male,No,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,No,Loyal (37-60m),3,1,82.30813953488372,1.941860465116278,High_Value
Female,No,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,Yes,New (0-12m),4,0,121.4,-17.0,Top_Value
Male,No,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,1181.75,No,Established (13-36m),5,0,84.41071428571429,-2.460714285714289,High_Value
Female,No,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,Yes,Loyal (37-60m),3,1,94.3433962264151,0.5066037735848994,Top_Value
Female,No,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,654.55,No,Established (13-36m),0,1,20.4546875,0.0953125000000021,Low_Value
Female,No,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,780.2,No,Established (13-36m),0,0,22.947058823529414,1.7529411764705856,Low_Value
Female,Yes,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,Yes,Established (13-36m),0,0,76.38000000000001,-1.9300000000000068,High_Value
Female,Yes,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,503.6,Yes,New (0-12m),1,1,71.94285714285715,4.507142857142853,High_Value
Female,No,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,No,Established (13-36m),4,1,103.95,1.3999999999999917,Top_Value
Male,No,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1252.0,No,Veteran (61m+),0,1,20.524590163934427,0.0254098360655739,Low_Value
Female,No,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,Yes,New (0-12m),1,1,29.95,0.0,Low_Value
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,45.3,No,New (0-12m),0,0,45.3,0.0,Medium_Value
Male,No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,662.65,Yes,New (0-12m),1,1,82.83125,1.6687500000000028,High_Value
Male,No,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,No,Established (13-36m),4,1,74.34242424242424,0.4075757575757563,High_Value
Female,No,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1111.65,Yes,Established (13-36m),2,0,85.51153846153846,-6.261538461538464,High_Value
Female,No,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,Yes,New (0-12m),0,0,24.8,0.0,Low_Value
Male,No,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.8,1023.85,No,Established (13-36m),1,0,51.1925,0.6074999999999946,Medium_Value
Male,No,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,82.15,No,New (0-12m),1,0,27.383333333333336,3.016666666666662,Low_Value
Female,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.65,244.8,No,Established (13-36m),0,0,18.83076923076923,0.8192307692307672,Low_Value
Female,No,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.6,2379.1,No,Loyal (37-60m),1,1,59.4775,-2.8774999999999977,Medium_Value
Male,No,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9,3173.35,No,Loyal (37-60m),3,1,73.79883720930232,-1.8988372093023145,High_Value
Male,No,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.0,531.0,Yes,New (0-12m),3,0,88.5,2.5,Top_Value
Female,No,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1375.4,No,Veteran (61m+),0,1,19.933333333333334,-0.1833333333333335,Low_Value
Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.7,8129.3,No,Veteran (61m+),5,1,112.90694444444443,-3.2069444444444457,Top_Value
Male,No,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,1192.7,No,Loyal (37-60m),0,1,20.215254237288136,-0.9152542372881348,Low_Value
Female,No,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,No,Established (13-36m),4,0,95.0825,1.467499999999987,Top_Value
Male,No,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.1,587.4,No,Established (13-36m),0,1,24.475,-0.3749999999999964,Low_Value
Male,No,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,6519.75,No,Loyal (37-60m),5,0,110.5042372881356,0.8457627118643956,Top_Value
Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,8041.65,No,Veteran (61m+),5,1,111.68958333333332,0.5604166666666686,Top_Value
Male,No,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,20.75,No,New (0-12m),0,0,20.75,0.0,Low_Value
Female,No,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.9,2681.15,No,Established (13-36m),4,1,99.30185185185184,2.598148148148155,Top_Value
Female,No,No,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.05,1112.3,No,Established (13-36m),2,1,79.45,0.5999999999999943,High_Value
Male,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,7405.5,No,Veteran (61m+),4,0,104.30281690140843,1.2471830985915489,Top_Value
Male,No,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,No,Established (13-36m),1,1,79.53461538461539,-1.234615384615395,High_Value
Male,No,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.85,2958.95,No,Loyal (37-60m),0,1,67.24886363636364,1.601136363636357,Medium_Value
Female,No,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),79.95,2684.85,No,Established (13-36m),2,1,81.35909090909091,-1.4090909090909065,High_Value
Male,No,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.45,4179.2,No,Veteran (61m+),5,1,58.04444444444445,-2.594444444444441,Medium_Value
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.9,79.9,Yes,New (0-12m),1,0,79.9,0.0,High_Value
Female,No,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,1934.45,Yes,Established (13-36m),5,0,101.81315789473685,4.786842105263148,Top_Value
Male,No,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.45,6654.1,No,Veteran (61m+),5,1,103.9703125,-1.5203125000000028,Top_Value
Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.0,84.5,Yes,New (0-12m),0,1,42.25,3.75,Medium_Value
Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,No,New (0-12m),0,0,25.25,0.0,Low_Value
Male,No,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,1124.2,No,Veteran (61m+),0,0,18.42950819672131,1.3204918032786883,Low_Value
Female,No,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.0,540.05,No,Established (13-36m),0,0,18.622413793103448,1.3775862068965523,Low_Value
Male,Yes,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.8,1975.85,No,Established (13-36m),1,0,85.90652173913043,0.8934782608695713,High_Value
Female,No,Yes,No,57,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,No,Loyal (37-60m),5,1,60.30614035087719,-1.5561403508771932,Medium_Value
Male,No,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),45.25,3139.8,No,Veteran (61m+),4,1,43.60833333333333,1.6416666666666655,Medium_Value
Male,No,Yes,No,66,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.6,3789.2,No,Veteran (61m+),5,1,57.41212121212121,-0.8121212121212054,Medium_Value
Male,No,Yes,Yes,65,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,5324.5,No,Veteran (61m+),5,1,81.91538461538461,2.2846153846153925,High_Value
Female,No,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.0,624.6,No,New (0-12m),1,1,78.075,1.9249999999999967,High_Value
Female,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,268.35,Yes,New (0-12m),0,0,67.0875,3.0625,Medium_Value
Female,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1836.9,No,Veteran (61m+),0,1,25.87183098591549,-1.1218309859154942,Low_Value
Male,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.2,20.2,No,New (0-12m),0,0,20.2,0.0,Low_Value
Male,No,Yes,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.05,179.35,Yes,New (0-12m),1,0,44.8375,5.212499999999999,Medium_Value
Female,No,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.35,219.35,No,New (0-12m),0,1,18.279166666666665,1.0708333333333364,Low_Value
Male,No,No,No,24,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,50.6,1288.75,No,Established (13-36m),3,0,53.69791666666666,-3.097916666666663,Medium_Value
Female,No,Yes,Yes,31,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,81.15,2545.75,No,Established (13-36m),5,0,82.12096774193549,-0.970967741935482,High_Value
Female,No,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.2,55.2,Yes,New (0-12m),1,0,55.2,0.0,Medium_Value
Male,No,No,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.9,2723.15,No,Established (13-36m),2,1,90.77166666666668,-0.8716666666666697,Top_Value
Female,No,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.3,4107.25,No,Loyal (37-60m),5,1,87.38829787234043,-2.088297872340433,High_Value
Male,No,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.0,5760.65,No,Loyal (37-60m),5,1,106.6787037037037,1.3212962962962962,Top_Value
Male,No,No,No,50,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),93.5,4747.5,No,Loyal (37-60m),4,1,94.95,-1.4500000000000028,Top_Value
Male,No,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.6,84.6,Yes,New (0-12m),2,0,84.6,0.0,High_Value
Female,No,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,1566.9,No,Veteran (61m+),0,1,21.762500000000003,-1.5125000000000028,Low_Value
Female,No,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.15,702.0,No,Established (13-36m),0,0,24.20689655172414,0.9431034482758598,Low_Value
